Card Number,NAME,SSN,Customer Address,Transaction Method,Card Entry Method,Merchant,Transaction Date,Amount Completed,Balance available,Settlement Date,Terminal Location,Institution Name,Acquiring Institution Name,IsFraud
9100116092,Eva Amurri,100016093,1435 AIRPORT ROAD,BIN 557124,Unknown or terminal not used,Shell,5-Nov,75,600,8-Nov,,PNC Bank,Citigroup,0
9100116092,Kristina Anapau,100016093,PO BOX 582,BIN 545845,Manual key entry,Flowers.com,7-Nov,5,840,8-Nov,,Capital One,Goldman Sachs,1
9100116092,Maureen Anderman,100016093,3089 PINYON PL,BIN 562722,Mag stripe read ? CVV checking not possible,Walmart,9-Nov,7,38040,11-Nov,,HSBC,Morgan Stanley,0
9100116092,Andrea Anders,100016093,1300 N 21ST ST APT 306,BIN 562672,Barcode read,Target,1-Nov,335,40200,2-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Luana Anders,100016093,PO BOX 5686,BIN 451229,Unknown,BJS,3-Nov,5,600,4-Nov,,State Street,Citizens Bank,1
9100116092,Merry Anders,100016093,51 W DRY CREEK CT,BIN 415558,MANUAL ENTRY,Shell,11-Nov,7,840,14-Nov,,BB&T,USAA,1
9100116092,Bridgette Andersen,100016093,PO BOX 2912,BIN 402089,SWIPED MACHINE READ,BP,13-Nov,317,38040,14-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Audrey Marie Anderson,100016093,PO BOX 6463,BIN 401826,MANUAL ENTRY,Target,15-Nov,5,40200,17-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Barbara Anderson (actress),100016093,PO BOX 348,BIN 4018269,SWIPED MACHINE READ,BJS,2-Nov,7,600,3-Nov,,American Express,Santander Bank,1
9100116092,Camille Anderson,100016093,1448 ELM AVE,BIN 586903,Unknown or terminal not used,MBTA,4-Nov,335,840,5-Nov,,Ally Financial,Regions Bank,0
9100116092,Donna Anderson,100016093,302 MEADOWOOD DR APT G1,BIN 438569,Manual key entry,Amazon.com,6-Nov,5,38040,9-Nov,,RBC Bank,M&T Bank,0
9100116092,Dusty Anderson,100016093,731 STORM KING CIR,BIN 467399,Mag stripe read ? CVV checking not possible,Uber,8-Nov,7,40200,9-Nov,,Citizens Bank,Northern Trust,0
9100116092,Elaine Anderson Steinbeck,100016093,129 NIMBUS DR,BIN 501741,Barcode read,Draftkings,10-Nov,317,15960,12-Nov,,USAA,Union Bank,0
9100116092,Ella Anderson,100016093,PO BOX 152,BIN 435527,Unknown,Nightlife,12-Nov,5,15960,13-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Erika Anderson,100016093,729 CORRAL DR,BIN 402095,MANUAL ENTRY,Target,14-Nov,7,15960,15-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Eunice Anderson,100016093,3162 GLENDAM DR,BIN 415538,SWIPED MACHINE READ,BJS,16-Nov,335,15960,19-Nov,,Santander Bank,Bank of New York Mellon,1
9100116092,Nicole Gale Anderson,100016093,688 CLARKSON AVE APT B,BIN 429444,MANUAL ENTRY,Shell,7-Nov,5,15960,8-Nov,,Regions Bank,PNC Bank,0
9100116092,Gillian Anderson,100016093,PO BOX 6285,BIN 457087,SWIPED MACHINE READ,Flowers.com,9-Nov,133,15960,11-Nov,,M&T Bank,Capital One,1
9100116092,Jacqueline Anderson,100016093,523 JACOBS PL,BIN 500175,Unknown or terminal not used,Walmart,11-Nov,133,15960,12-Nov,,Northern Trust,HSBC,0
9100116092,Jo Anderson,100016093,52 POPPY CT,BIN 499976,Manual key entry,Target,2-Nov,133,15960,3-Nov,,Union Bank,TD Bank,0
9100116092,Loni Anderson,100016093,301 CASTLE RIDGE DR,BIN 425324,Mag stripe read ? CVV checking not possible,BJS,4-Nov,133,15960,7-Nov,,KeyCorp,State Street,1
9100116092,Beverly Aadland,100016093,PO BOX 1565,BIN 413570,Barcode read,Shell,6-Nov,317,15960,7-Nov,,MSN Banknorth,BB&T,0
9100116092,Mariann Aalda,100016093,2011 CAMBRIDGE DR,BIN 400351,Unknown,BP,8-Nov,75,15960,10-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Aaliyah,100016093,PO BOX 3462,BIN 577117,MANUAL ENTRY,Target,5-Nov,216,600,6-Nov,,Bank of America,Charles Schwab,0
9100116092,Angela Aames,100016093,PO BOX 24272,BIN 460386,SWIPED MACHINE READ,BJS,7-Nov,75,840,8-Nov,,Wells Fargo,American Express,1
9100116092,Caroline Aaron,100016093,20 CEDAR CREST DR,BIN 493036,MANUAL ENTRY,MBTA,9-Nov,75,40200,12-Nov,,Citigroup,Ally Financial,0
9100116092,Dorothy Abbott,100016093,1506 ARIZONA ST,BIN 468244,SWIPED MACHINE READ,Amazon.com,1-Nov,5,40320,2-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Diahnne Abbott,100016093,1048 E COLUMBINE AVE,BIN 558188,Unknown or terminal not used,Uber,3-Nov,7,38040,5-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Rose Abdoo,100016093,214 VISTA HILLS DR,BIN 551147,Manual key entry,Draftkings,11-Nov,335,600,12-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Paula Abdul,100016093,PO BOX 1784,BIN 589178,Mag stripe read ? CVV checking not possible,Nightlife,13-Nov,5,840,14-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Rakefet Abergel,100016093,289 MOUNTAIN VIEW ST,BIN 589179,Barcode read,Target,15-Nov,7,40200,18-Nov,,PNC Bank,Citigroup,0
9100116092,Betty Aberlin,100016093,PO BOX 773720,BIN 406024,Unknown,BJS,2-Nov,317,40320,3-Nov,,Capital One,Goldman Sachs,1
9100116092,Donzaleigh Abernathy,100016093,PO BOX 811,BIN 446199,MANUAL ENTRY,Shell,4-Nov,5,38040,6-Nov,,HSBC,Morgan Stanley,0
9100116092,Whitney Able,100016093,1 CHARTER OAK AVE UNIT 1,BIN 400373,SWIPED MACHINE READ,Flowers.com,6-Nov,7,600,7-Nov,,TD Bank,U.S. Bancorp,1
9100116092,Amy Acker,100016093,536 TAMARACK DR UNIT 403,BIN 400374,MANUAL ENTRY,Walmart,8-Nov,335,840,9-Nov,,State Street,Citizens Bank,0
9100116092,Jean Acker,100016093,319 SAGEMONT CIR,BIN 403590,SWIPED MACHINE READ,Target,10-Nov,5,40200,13-Nov,,BB&T,USAA,1
9100116092,Bettye Ackerman,100016093,1859 GRACELAND DR,BIN 585798,Unknown or terminal not used,BJS,12-Nov,7,40320,13-Nov,,SunTrust Bank,Fifth Third Bank,1
9100116092,Leslie Ackerman,100016093,402 BALLARD AVE,BIN 567522,Manual key entry,Shell,14-Nov,317,38040,16-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Anabelle Acosta,100016093,PO BOX 8800,BIN 415968,Mag stripe read ? CVV checking not possible,BP,16-Nov,5,600,17-Nov,,American Express,Santander Bank,0
9100116092,Acquanetta,100016093,639 1/2 IAN CT,BIN 435134,Barcode read,Target,7-Nov,7,840,8-Nov,,Ally Financial,Regions Bank,0
9100116092,Ava Acres,100016093,2379 VAN GORDON ST,BIN 453540,Unknown,BJS,9-Nov,335,40200,12-Nov,,RBC Bank,M&T Bank,1
9100116092,Isabella Acres,100016093,920 MAIN ST,BIN 418517,MANUAL ENTRY,MBTA,11-Nov,5,40320,12-Nov,,Citizens Bank,Northern Trust,0
9100116092,Tatum Adair,100016093,9447 6097 RD,BIN 586960,SWIPED MACHINE READ,Amazon.com,2-Nov,133,38040,4-Nov,,USAA,Union Bank,0
9100116092,Kathryn Adams Doty,100016093,409 AABC STE 1A,BIN 587511,MANUAL ENTRY,Uber,4-Nov,133,600,5-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Amy Adams,100016093,PO BOX 6595,BIN 416003,SWIPED MACHINE READ,Draftkings,6-Nov,133,840,7-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Beverly Adams,100016093,PO BOX 6075,BIN 429478,Unknown or terminal not used,Nightlife,8-Nov,317,40200,11-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Brooke Adams (actress),100016093,PO BOX 916,BIN 42947805,Manual key entry,Target,5-Nov,75,40320,6-Nov,,Regions Bank,PNC Bank,0
9100116092,Catlin Adams,100016093,PO BOX 2200,BIN 42947855,Mag stripe read ? CVV checking not possible,BJS,7-Nov,216,38040,9-Nov,,M&T Bank,Capital One,1
9100116092,Dorothy Adams,100016093,PO BOX 773,BIN 489745,Barcode read,Shell,9-Nov,75,600,10-Nov,,Northern Trust,HSBC,0
9100116092,Eadie Adams,100016093,1502 COUNTY RD 245,BIN 586389,Unknown,Flowers.com,1-Nov,75,840,2-Nov,,Union Bank,TD Bank,1
9100116092,Freya Adams,100016093,PO BOX 2050,BIN 511146,MANUAL ENTRY,Walmart,3-Nov,5,40200,6-Nov,,KeyCorp,State Street,0
9100116092,Jane Adams (actress),100016093,PO BOX 2773,BIN 490789,SWIPED MACHINE READ,Target,11-Nov,7,40320,12-Nov,,MSN Banknorth,BB&T,0
9100116092,Joey Lauren Adams,100016093,5124 FRYING PAN RD,BIN 486853,MANUAL ENTRY,BJS,13-Nov,335,38040,15-Nov,,JPMorgan Chase,SunTrust Bank,1
9100116092,Julie Adams,100016093,116 W PARK ST,BIN 428037,SWIPED MACHINE READ,Shell,15-Nov,5,600,16-Nov,,Bank of America,Charles Schwab,0
9100116092,Lillian Adams,100016093,PO BOX 3525,BIN 578132,Unknown or terminal not used,BP,2-Nov,7,840,3-Nov,,Wells Fargo,American Express,0
9100116092,Marla Adams,100016093,711 E 5TH ST,BIN 578190,Manual key entry,Target,4-Nov,317,40200,7-Nov,,Citigroup,Ally Financial,0
9100116092,Mary Kay Adams,100016093,PO BOX 1430,BIN 433566,Mag stripe read ? CVV checking not possible,BJS,6-Nov,5,40320,7-Nov,,Goldman Sachs,RBC Bank,1
9100116092,Neile Adams,100016093,PO BOX 1493,BIN 440120,Barcode read,MBTA,8-Nov,7,38040,10-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Poni Adams,100016093,741 ROUTE GOURDON,BIN 440150,Unknown,Amazon.com,10-Nov,335,600,11-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Stella Adams,100016093,1556 SHADOW RUN COURT #D301,BIN 440152,MANUAL ENTRY,Uber,12-Nov,5,840,13-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Yolanda Adams,100016093,653 1/2 MAIN AVE,BIN 579225,SWIPED MACHINE READ,Draftkings,14-Nov,7,40200,17-Nov,,PNC Bank,Citigroup,0
9100116092,Calpernia Addams,100016093,PO BOX 6064,BIN 477481,MANUAL ENTRY,Nightlife,16-Nov,317,40320,17-Nov,,Capital One,Goldman Sachs,0
9100116092,Nancy Addison,100016093,32851 S ELK DR,BIN 477478,SWIPED MACHINE READ,Target,7-Nov,5,38040,9-Nov,,HSBC,Morgan Stanley,0
9100116092,Alexandra Adi,100016093,PO BOX 1770,BIN 525837,Unknown or terminal not used,BJS,9-Nov,7,600,10-Nov,,TD Bank,U.S. Bancorp,1
9100116092,Celia Adler,100016093,PO BOX 6993,BIN 534089,Manual key entry,Shell,11-Nov,335,840,12-Nov,,State Street,Citizens Bank,0
9100116092,Joanna P. Adler,100016093,PO BOX 1151,BIN 531905,Mag stripe read ? CVV checking not possible,Flowers.com,2-Nov,5,40200,5-Nov,,BB&T,USAA,1
9100116092,Sara Adler,100016093,2502 CISAR CT UNIT C1,BIN 5756439,Barcode read,Walmart,4-Nov,133,40320,5-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Stella Adler,100016093,PO BOX 6185,BIN 585258,Unknown,Target,6-Nov,317,38040,8-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Pamela Adlon,100016093,227 MESA GRANDE DR,BIN 532511,MANUAL ENTRY,BJS,8-Nov,75,600,9-Nov,,American Express,Santander Bank,1
9100116092,Iris Adrian,100016093,252 SHOOTER LN,BIN 515384,SWIPED MACHINE READ,Shell,5-Nov,216,840,6-Nov,,Ally Financial,Regions Bank,0
9100116092,Uzo Aduba,100016093,380 STAGECOACH LN,BIN 460377,MANUAL ENTRY,BP,7-Nov,75,40200,10-Nov,,RBC Bank,M&T Bank,0
9100116092,Aarthi Agarwal,100016093,7403 COUNTY ROAD 312,BIN 460355,SWIPED MACHINE READ,Target,9-Nov,75,40320,10-Nov,,Citizens Bank,Northern Trust,0
9100116092,Shohreh Aghdashloo,100016093,141 COMMONWEALTH AVE #C35,BIN 434806,Unknown or terminal not used,BJS,1-Nov,5,38040,3-Nov,,USAA,Union Bank,1
9100116092,Dianna Agron,100016093,2278 LONDON WAY,BIN 434836,Manual key entry,MBTA,3-Nov,7,600,4-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Christina Aguilera,100016093,1726 HOWARD AVE UNIT B,BIN 493053,Mag stripe read ? CVV checking not possible,Amazon.com,11-Nov,335,840,12-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Lassie Lou Ahern,100016093,1802 W 2ND ST TRLR 6,BIN 579382,Barcode read,Uber,13-Nov,5,40200,16-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Peggy Ahern,100016093,137 JUNIPER TRL,BIN 551269,Unknown,Draftkings,15-Nov,7,40320,16-Nov,,Regions Bank,PNC Bank,0
9100116092,Rita Rani Ahuja,100016093,PO BOX 1417,BIN 529373,MANUAL ENTRY,Nightlife,2-Nov,317,38040,4-Nov,,M&T Bank,Capital One,0
9100116092,Mary Ainslee,100016093,PO BOX 774261,BIN 53489155,SWIPED MACHINE READ,Target,4-Nov,5,40200,5-Nov,,Northern Trust,HSBC,0
9100116092,Helen Ainsworth,100016093,PO BOX 5655,BIN 534898,MANUAL ENTRY,BJS,6-Nov,7,600,7-Nov,,Union Bank,TD Bank,1
9100116092,Lexi Ainsworth,100016093,321 BIG PINON DR,BIN 523855,SWIPED MACHINE READ,Shell,8-Nov,335,840,11-Nov,,KeyCorp,State Street,0
9100116092,Soumaya Akaaboune,100016093,PO BOX 335,BIN 52384550,Unknown or terminal not used,Flowers.com,10-Nov,5,600,11-Nov,,MSN Banknorth,BB&T,1
9100116092,Karen Akers,100016093,16031 6250 RD,BIN 472719,Manual key entry,Walmart,12-Nov,7,840,14-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Desiree Akhavan,100016093,629 HUNTER CREEK DR,BIN 567201,Mag stripe read ? CVV checking not possible,Target,14-Nov,317,40200,15-Nov,,Bank of America,Charles Schwab,0
9100116092,Shuko Akune,100016093,442 N 8TH ST,BIN 523845,Barcode read,BJS,16-Nov,5,40320,17-Nov,,Wells Fargo,American Express,1
9100116092,Mackenzie Aladjem,100016093,3149 SKYLARK CT,BIN 52384510,Unknown,Shell,7-Nov,7,38040,10-Nov,,Citigroup,Ally Financial,0
9100116092,Lori Alan,100016093,603 SLOAN ST,BIN 534891,MANUAL ENTRY,BP,9-Nov,335,600,10-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Morjana Alaoui,100016093,PO BOX 506,BIN 53489115,SWIPED MACHINE READ,Target,11-Nov,5,840,13-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Jessica Alba,100016093,607 25 1/2 RD UNIT 5,BIN 528440,MANUAL ENTRY,BJS,2-Nov,133,40200,3-Nov,,U.S. Bancorp,Bank of America,1
9100116092,Maria Alba,100016093,2326 INTERSTATE AVE,BIN 531911,SWIPED MACHINE READ,MBTA,4-Nov,133,40320,5-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Mabel Albertson,100016093,36907 GRANDVIEW MESA RD,BIN 511820,Unknown or terminal not used,Amazon.com,6-Nov,133,38040,9-Nov,,PNC Bank,Citigroup,0
9100116092,Tessa Albertson,100016093,1801 MAIN ST APT C4,BIN 428036,Manual key entry,Uber,8-Nov,133,600,9-Nov,,Capital One,Goldman Sachs,0
9100116092,Lola Albright,100016093,1973 W 3RD AVE UNIT A,BIN 577140,Mag stripe read ? CVV checking not possible,Draftkings,5-Nov,133,840,7-Nov,,HSBC,Morgan Stanley,0
9100116092,Beatrice Alda,100016093,PO BOX 1098,BIN 578165,Barcode read,Nightlife,7-Nov,133,40200,8-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Elizabeth Alda,100016093,PO BOX 2320,BIN 515176,Unknown,Target,9-Nov,133,40320,10-Nov,,State Street,Citizens Bank,0
9100116092,Rutanya Alda,100016093,646 FOX CT,BIN 532297,MANUAL ENTRY,BJS,1-Nov,133,38040,4-Nov,,BB&T,USAA,1
9100116092,Mary Alden,100016093,PO BOX 1228,BIN 539786,SWIPED MACHINE READ,Shell,3-Nov,133,600,4-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Mari Aldon,100016093,PO BOX 634,BIN 460654,MANUAL ENTRY,Flowers.com,11-Nov,133,840,13-Nov,,Charles Schwab,BMO Harris Bank,1
9100116092,Kay Aldridge,100016093,264 MESA ENCANTADA,BIN 468245,SWIPED MACHINE READ,Walmart,13-Nov,133,40200,14-Nov,,American Express,Santander Bank,0
9100116092,Raquel Alessi,100016093,PO BOX 435,BIN 441623,Unknown or terminal not used,Target,15-Nov,317,40320,16-Nov,,Ally Financial,Regions Bank,0
9100116092,Alex ter Avest,100016093,PO BOX 1066,BIN 567238,Manual key entry,BJS,2-Nov,75,38040,5-Nov,,RBC Bank,M&T Bank,1
9100116092,Denise Alexander,100016093,616 CHEYENNE AVE,BIN 416489,Mag stripe read ? CVV checking not possible,Shell,4-Nov,216,600,5-Nov,,Citizens Bank,Northern Trust,0
9100116092,Jaimie Alexander,100016093,2941 N VIEW DR,BIN 460161,Barcode read,BP,6-Nov,75,840,8-Nov,,USAA,Union Bank,0
9100116092,Jane Alexander,100016093,2538 BRENNA WAY,BIN 577315,Unknown,Target,8-Nov,75,40200,9-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Katharine Alexander,100016093,618 E 11TH ST,BIN 586898,MANUAL ENTRY,BJS,10-Nov,5,40320,11-Nov,,BMO Harris Bank,MSN Banknorth,1
9100116092,Khandi Alexander,100016093,27654 HIGHWAY 6 TRLR 1803,BIN 428029,SWIPED MACHINE READ,MBTA,12-Nov,7,38040,15-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Olivia Alexander,100016093,PO BOX 5067,BIN 429252,MANUAL ENTRY,Amazon.com,14-Nov,335,600,15-Nov,,Regions Bank,PNC Bank,0
9100116092,Sasha Alexander,100016093,PO BOX 485,BIN 472716,SWIPED MACHINE READ,Uber,16-Nov,5,840,18-Nov,,M&T Bank,Capital One,0
9100116092,Gloria Alexandra,100016093,PO BOX 135,BIN 588519,Unknown or terminal not used,Draftkings,7-Nov,7,40200,8-Nov,,Northern Trust,HSBC,0
9100116092,Tiana Alexandra,100016093,57 N PAINTED HORSE CIR,BIN 420016,Manual key entry,Nightlife,9-Nov,317,40320,10-Nov,,Union Bank,TD Bank,0
9100116092,Sadie Alexandru,100016093,329 E 1ST ST,BIN 445159,Mag stripe read ? CVV checking not possible,Target,11-Nov,5,38040,14-Nov,,KeyCorp,State Street,0
9100116092,Marnie Alexenburg,100016093,PO BOX 1715,BIN 44515915,Barcode read,BJS,2-Nov,7,600,3-Nov,,MSN Banknorth,BB&T,1
9100116092,Kristian Alfonso,100016093,2644 CHESTNUT DR,BIN 44515925,Unknown,Shell,4-Nov,335,840,6-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Brittney Alger,100016093,PO BOX 771344,BIN 44515929,MANUAL ENTRY,Flowers.com,6-Nov,5,40200,7-Nov,,Bank of America,Charles Schwab,1
9100116092,Khalilah Ali,100016093,2142 DEVON ST,BIN 441244,SWIPED MACHINE READ,Walmart,8-Nov,7,40320,9-Nov,,Wells Fargo,American Express,0
9100116092,Tatyana Ali,100016093,286 HOLLY LN,BIN 477497,MANUAL ENTRY,Target,5-Nov,317,38040,8-Nov,,Citigroup,Ally Financial,0
9100116092,Veronica Porché Ali,100016093,1121 E 3RD AVE,BIN 568285,SWIPED MACHINE READ,BJS,7-Nov,5,600,8-Nov,,Goldman Sachs,RBC Bank,1
9100116092,Mary Alice,100016093,713 BURNING MOUNTAIN AVE,BIN 557284,Unknown or terminal not used,Shell,9-Nov,7,840,11-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Ana Alicia,100016093,44 SPRUCE CT,BIN 540393,Manual key entry,BP,1-Nov,335,40200,2-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Bianca Allaine,100016093,2130 MONARCH PT,BIN 568533,Mag stripe read ? CVV checking not possible,Target,3-Nov,5,40320,4-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Ava Allan,100016093,PO BOX 2641,BIN 441906,Barcode read,BJS,11-Nov,133,38040,14-Nov,,PNC Bank,Citigroup,1
9100116092,Maud Allan,100016093,PO BOX 7180,BIN 539807,Unknown,MBTA,13-Nov,133,600,14-Nov,,Capital One,Goldman Sachs,0
9100116092,Louise Allbritton,100016093,3525 COUNTY ROAD 103,BIN 5398078,MANUAL ENTRY,Amazon.com,15-Nov,133,840,17-Nov,,HSBC,Morgan Stanley,0
9100116092,Gia Allemand,100016093,4381 COUNTY ROAD 331,BIN 527812,SWIPED MACHINE READ,Uber,2-Nov,133,600,3-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Aleisha Allen,100016093,26452 TX HWY 77W,BIN 502520,MANUAL ENTRY,Draftkings,4-Nov,133,840,5-Nov,,State Street,Citizens Bank,0
9100116092,Amy Allen,100016093,PO BOX 3757,BIN 460353,SWIPED MACHINE READ,Nightlife,6-Nov,133,40200,9-Nov,,BB&T,USAA,1
9100116092,Barbara Jo Allen,100016093,202 14TH ST UNIT 320,BIN 4603536,Unknown or terminal not used,Target,8-Nov,133,40320,9-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Billie Allen,100016093,PO BOX 3360,BIN 406353,Manual key entry,BJS,10-Nov,133,38040,12-Nov,,Charles Schwab,BMO Harris Bank,1
9100116092,Christa B. Allen,100016093,344 ELM AVE,BIN 404225,Mag stripe read ? CVV checking not possible,Shell,12-Nov,133,600,13-Nov,,American Express,Santander Bank,0
9100116092,Crystal Allen,100016093,531 MAIN AVE,BIN 4042256,Barcode read,Flowers.com,14-Nov,317,840,15-Nov,,Ally Financial,Regions Bank,1
9100116092,Debbie Allen,100016093,337 PARK AVE,BIN 4203031,Unknown,Walmart,16-Nov,75,40200,19-Nov,,RBC Bank,M&T Bank,0
9100116092,Dorothy Allen,100016093,PO BOX 3943,BIN 4634491,MANUAL ENTRY,Target,7-Nov,216,40320,8-Nov,,Citizens Bank,Northern Trust,0
9100116092,Elizabeth Allen (actress),100016093,105 LAKESIDE CT,BIN 442553,SWIPED MACHINE READ,BJS,9-Nov,75,38040,11-Nov,,USAA,Union Bank,1
9100116092,Gracie Allen,100016093,PO BOX 6959,BIN 493041,MANUAL ENTRY,Shell,11-Nov,75,600,12-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,India Allen,100016093,2506 GLEN VIEW DR,BIN 536972,SWIPED MACHINE READ,BP,2-Nov,5,840,3-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Jo Harvey Allen,100016093,1171 COUNTY ROAD 8B,BIN 519824,Unknown or terminal not used,Target,4-Nov,7,40200,7-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Joan Allen,100016093,690 PONDEROSA DR,BIN 519888,Manual key entry,BJS,6-Nov,335,40320,7-Nov,,Regions Bank,PNC Bank,1
9100116092,Jonelle Allen,100016093,21347 LANNING RD,BIN 567792,Mag stripe read ? CVV checking not possible,MBTA,8-Nov,5,38040,10-Nov,,M&T Bank,Capital One,0
9100116092,Judith Allen,100016093,1330 PITKIN AVE APT 14,BIN 528729,Barcode read,Amazon.com,5-Nov,7,600,6-Nov,,Northern Trust,HSBC,0
9100116092,Karen Allen,100016093,5034 COUNTY ROAD 335 #259,BIN 532262,Unknown,Uber,7-Nov,317,840,8-Nov,,Union Bank,TD Bank,0
9100116092,Krista Allen,100016093,625 LARIAT LOOP,BIN 531906,MANUAL ENTRY,Draftkings,9-Nov,5,40200,12-Nov,,KeyCorp,State Street,0
9100116092,Laura Allen,100016093,50 BOBCAT LN,BIN 534899,SWIPED MACHINE READ,Nightlife,1-Nov,7,40320,2-Nov,,MSN Banknorth,BB&T,0
9100116092,Maude Allen,100016093,PO BOX 46,BIN 511945,MANUAL ENTRY,Target,3-Nov,335,38040,5-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Nancy Allen (actress),100016093,550 PRIMAVERA ST,BIN 558077,SWIPED MACHINE READ,BJS,11-Nov,5,600,12-Nov,,Bank of America,Charles Schwab,1
9100116092,Phyllis Allen,100016093,1720 JUNIPER ST,BIN 566409,Unknown or terminal not used,Shell,13-Nov,7,840,14-Nov,,Wells Fargo,American Express,0
9100116092,Rae Allen,100016093,253 WREN CT,BIN 472790,Manual key entry,Flowers.com,15-Nov,317,40200,18-Nov,,Citigroup,Ally Financial,1
9100116092,Sandy Allen,100016093,2601 S OAK HURST CT APT 20,BIN 47279031,Mag stripe read ? CVV checking not possible,Walmart,2-Nov,5,40320,3-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Sasha Allen,100016093,PO BOX 216,BIN 430939,Barcode read,Target,4-Nov,7,38040,6-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Sheila Matthews Allen,100016093,250 BLUE SPRUCE DR,BIN 43093901,Unknown,BJS,6-Nov,335,600,7-Nov,,U.S. Bancorp,Bank of America,1
9100116092,Sian Barbara Allen,100016093,21849 MYERS RD,BIN 43093904,MANUAL ENTRY,Shell,8-Nov,5,840,9-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Tessa Allen,100016093,20542 TULIP CIR,BIN 403124,SWIPED MACHINE READ,BP,10-Nov,133,40200,13-Nov,,PNC Bank,Citigroup,0
9100116092,Kirstie Alley,100016093,306 SOCIETY DR APT C5,BIN 588190,MANUAL ENTRY,Target,12-Nov,133,40320,13-Nov,,Capital One,Goldman Sachs,0
9100116092,Sara Allgood,100016093,PO BOX 258898,BIN 587006,SWIPED MACHINE READ,BJS,14-Nov,133,38040,16-Nov,,HSBC,Morgan Stanley,1
9100116092,Monica Allison,100016093,PO BOX 524195,BIN 439210,Unknown or terminal not used,MBTA,16-Nov,133,600,17-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Elvia Allman,100016093,4571 I-70 FRONTAGE RD,BIN 478898,Manual key entry,Amazon.com,7-Nov,133,840,8-Nov,,State Street,Citizens Bank,0
9100116092,Jamie Anne Allman,100016093,3280 GROVE ST APT 18,BIN 472138,Mag stripe read ? CVV checking not possible,Uber,9-Nov,133,40200,12-Nov,,BB&T,USAA,1
9100116092,Astrid Allwyn,100016093,561 RIVER VIEW DR UNIT 707,BIN 426960,Barcode read,Draftkings,11-Nov,133,40320,12-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,June Allyson,100016093,PO BOX 6711,BIN 567519,Unknown,Nightlife,2-Nov,133,38040,4-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Daniella Alonso,100016093,PO BOX 9948,BIN 588307,MANUAL ENTRY,Target,4-Nov,133,40200,5-Nov,,American Express,Santander Bank,0
9100116092,Corinne Alphen,100016093,898 VITOS WAY,BIN 412086,SWIPED MACHINE READ,BJS,6-Nov,133,600,7-Nov,,Ally Financial,Regions Bank,1
9100116092,Carol Alt,100016093,738 35 6/10 RD,BIN 464349,MANUAL ENTRY,Shell,8-Nov,133,840,11-Nov,,RBC Bank,M&T Bank,0
9100116092,Summer Altice,100016093,1249 SUNSET DR,BIN 477466,SWIPED MACHINE READ,Flowers.com,5-Nov,133,600,6-Nov,,Citizens Bank,Northern Trust,1
